,bnf_code,quantity
17025,21992,2
17026,21993,200
17027,21994,46760
17028,21995,145
17029,21996,40605
17030,21997,603299
17031,21998,417
17032,21999,30
17033,22000,19659
17034,22001,8565
17035,22002,1464
17036,22003,439
17037,22005,10230
17038,22007,813
17039,22008,1
17040,22009,40381
17041,22011,1043
17042,22012,906630
17043,22014,407336
17044,22015,108
17045,22016,778
17046,22017,40
17047,22018,1320
17048,22019,120
17049,22020,30
17050,22021,55
17051,22022,3130
17052,22023,300
17053,22025,200
17054,22026,65
17055,22031,66
17056,22032,392
17057,22033,60
17058,22034,3420
17059,22035,1292
17060,22036,4
17061,22037,9436
17062,22038,56652
17063,22039,5
17064,22040,1792
17065,22041,3332500
17066,22042,10
17067,22043,837
17068,22044,62
17069,22045,90
17070,22046,834252
17071,22047,56
17072,22048,344
17073,22050,1296
17074,22052,297276
17075,22053,183146
17076,22055,90
17077,22056,75130
17078,22058,11
17079,22059,156
17080,22061,2280
17081,22062,42
17082,22063,934
17083,22064,60
17084,22065,33655
17085,22066,5709
17086,22067,150
17087,22068,9906
17088,22069,2356174
17089,22071,428
17090,22073,3486
17091,22074,1071
17092,22075,4
17093,22076,3929
17094,22077,53490
17095,22078,1120
17096,22081,743
17097,22082,112
17098,22083,2808168
17099,22084,1020
17100,22085,48
17101,22087,1644
17102,22088,610
17103,22089,195
17104,22091,1
17105,22092,4000
17106,22093,280
17107,22095,1710
17108,22096,293
17109,22098,1732
17110,22099,30
17111,22101,2561627
17112,22102,56
17113,22103,14376
17114,22104,46350
17115,22106,102150
17116,22107,3009
17117,22108,48
17118,22109,5830303
17119,22110,48774
17120,22111,912
17121,22112,380
17122,22113,750
17123,22114,13400
17124,22116,16416051
17125,22118,248
17126,22119,84
17127,22120,100
17128,22122,1428
17129,22124,36365
17130,22126,60
17131,22128,3413
17132,22129,9189152
17133,22130,325
17134,22131,21
17135,22132,974700
17136,22134,65
17137,22135,188734
17138,22136,225
17139,22137,149
17140,22138,6
17141,22139,3395
17142,22140,5400
17143,22141,825
17144,22142,1600
17145,22143,90
17146,22144,1800
17147,22146,11931
17148,22148,8
17149,22149,900
17150,22150,17548
17151,22153,390
17152,22154,20
17153,22155,3224
17154,22156,210
17155,22157,10165
17156,22159,488
17157,22160,1495
17158,22161,5496
17159,22162,7126
17160,22163,14
17161,22164,22
17162,22166,1006
17163,22167,598660
17164,22168,11846
17165,22169,80910
17166,22170,462
17167,22171,645
17168,22172,392316
17169,22174,2857
17170,22175,411452
17171,22176,517
17172,22179,60
17173,22180,571
17174,22181,440
17175,22182,20
17176,22184,269
17177,22187,16051
17178,22188,375030
17179,22189,1213
17180,22190,1773180
17181,22191,13005
17182,22192,903
17183,22193,72
17184,22194,140
17185,22195,30
17186,22196,1330
17187,22198,571
17188,22199,24
17189,22201,6226
17190,22202,110
17191,22204,224
17192,22205,20
17193,22206,2
17194,22207,21
17195,22208,21151
17196,22209,42076
17197,22210,1800
17198,22211,189199
17199,22213,1350
17200,22214,88
17201,22215,60
17202,22216,5
17203,22217,66
17204,22218,1948
17205,22219,1249
17206,22220,81
17207,22221,11954
17208,22224,112
17209,22226,8
17210,22227,5201307
17211,22228,4444
17212,22229,40
17213,22232,7860
17214,22234,81270
17215,22236,20
17216,22238,3102
17217,22239,78517
17218,22240,290
17219,22242,700
17220,22244,120
17221,22245,84552
17222,22246,70
17223,22247,29
17224,22248,70
17225,22249,1442
17226,22250,4840
17227,22251,15
17228,22252,10350
17229,22254,1055502
17230,22255,1
17231,22256,150
17232,22257,2610
17233,22258,678700
17234,22260,950
17235,22261,25
17236,22262,19030
17237,22263,139
17238,22264,1813
17239,22265,520
17240,22266,18
17241,22267,27055
17242,22270,11040
17243,22271,380
17244,22272,12241
17245,22274,3103
17246,22275,30
17247,22276,4085
17248,22277,70
17249,22278,36
17250,22279,94
17251,22280,103
17252,22281,73266
17253,22283,60
17254,22284,260
17255,22285,6
17256,22286,2806504
17257,22287,1093260
17258,22288,18
17259,22289,90
17260,22290,5462
17261,22291,7
17262,22292,52666
17263,22293,60
17264,22295,5470
17265,22296,35300
17266,22297,8
17267,22298,758
17268,22301,60
17269,22302,400
17270,22303,6153
17271,22305,20
17272,22306,31450
17273,22307,1
17274,22308,20
17275,22309,38235
17276,22311,840
17277,22312,9456
17278,22314,185250
17279,22315,100800
17280,22317,709
17281,22318,3062
17282,22319,24000
17283,22320,28
17284,22321,605
17285,22322,11
17286,22324,7156
17287,22325,400
17288,22326,6
17289,22327,18115
17290,22328,20
17291,22329,3287
17292,22332,9815
17293,22336,106
17294,22337,84676
17295,22338,270
17296,22339,25100
17297,22341,1800
17298,22342,70
17299,22343,151
17300,22345,1371
17301,22346,62
17302,22347,75
17303,22349,344
17304,22350,300
17305,22351,34994087
17306,22352,3550
17307,22353,26
17308,22354,1700
17309,22355,1475
17310,22356,138
17311,22357,150
17312,22358,20
17313,22359,5
17314,22362,289648
17315,22363,1050
17316,22364,1136
17317,22365,13
17318,22367,33317
17319,22368,117
17320,22370,1190
17321,22371,6586
17322,22373,125
17323,22374,11628
17324,22376,112
17325,22377,235666
17326,22378,294
17327,22379,44
17328,22382,1140
17329,22383,3145888
17330,22385,27399
17331,22388,1740
17332,22392,337
17333,22393,600
17334,22394,417
17335,22395,602
17336,22396,34390
17337,22397,112
17338,22399,7
17339,22400,2
17340,22402,275600
17341,22403,4344
17342,22405,2881
17343,22406,150
17344,22407,2160
17345,22408,635
17346,22410,63
17347,22411,399
17348,22413,260
17349,22415,30
17350,22416,40
17351,22417,191244
17352,22418,1470
17353,22419,572
17354,22420,55649
17355,22421,96729
17356,22422,80
17357,22423,26
17358,22424,3700
17359,22425,3
17360,22426,480
17361,22427,19226
17362,22428,64471
17363,22429,1680
17364,22430,180
17365,22432,1968
17366,22433,18766
17367,22435,120
17368,22438,3641
17369,22439,3080
17370,22440,53
17371,22442,2664
17372,22445,5
17373,22446,106
17374,22447,11292
17375,22448,2683
17376,22449,1500
17377,22450,12632760
17378,22451,750
17379,22454,268
17380,22455,1100
17381,22456,9979
17382,22457,450
17383,22459,122
17384,22460,10
17385,22461,2130008
17386,22462,1
17387,22463,185
17388,22465,22300
17389,22466,72800
17390,22467,54217
17391,22468,154500
17392,22469,8106002
17393,22470,38250
17394,22471,30
17395,22472,170
17396,22473,30
17397,22475,1137
17398,22476,2
17399,22477,8
17400,22478,30
17401,22480,223
17402,22481,4
17403,22482,7
17404,22483,28
17405,22484,11925
17406,22485,15628
17407,22486,14
17408,22487,400
17409,22489,17391
17410,22490,1610243
17411,22491,10
17412,22492,82
17413,22493,1800
17414,22494,150
17415,22495,135
17416,22496,220
17417,22497,780
17418,22498,28
17419,22499,192
17420,22500,7148
17421,22501,57
17422,22502,231
17423,22503,671
17424,22505,58295
17425,22507,21
17426,22508,1519
17427,22509,485
17428,22511,7092
17429,22512,1530
17430,22513,9600
17431,22514,30
17432,22515,1751
17433,22516,15154
17434,22517,6260
17435,22518,600
17436,22519,10551
17437,22520,2326
17438,22521,345
17439,22522,400
17440,22525,714
17441,22528,210
17442,22529,123200
17443,22530,150
17444,22531,32
17445,22532,3
17446,22533,270
17447,22534,440
17448,22535,78
17449,22537,146
17450,22539,6892
17451,22540,24
17452,22541,3690
17453,22542,1891
17454,22543,240
17455,22544,19424
17456,22545,7623
17457,22546,100
17458,22547,25800
17459,22548,81900
17460,22549,224
17461,22550,300
17462,22551,4
17463,22553,200
17464,22554,21
17465,22555,30
17466,22556,990
17467,22557,93639
17468,22558,702
17469,22559,19192
17470,22560,644
17471,22561,8750
17472,22562,180
17473,22563,5507590
17474,22564,23034
17475,22565,1652
17476,22566,201397
17477,22567,90
17478,22568,564
17479,22569,2688
17480,22571,180
17481,22572,908
17482,22573,1135586
17483,22574,30
17484,22576,45
17485,22577,20
17486,22578,2220
17487,22580,40
17488,22581,1400
17489,22584,405510
17490,22586,862
17491,22588,38742
17492,22589,13
17493,22590,602
17494,22591,124020
17495,22592,9
17496,22594,118897
17497,22597,40
17498,22598,2014183
17499,22599,7738
17500,22600,356682
17501,22601,704080
17502,22602,400
17503,22605,135
17504,22606,224162
17505,22607,266
17506,22608,2269
17507,22609,15252
17508,22611,20
17509,22612,445
17510,22613,15700
17511,22614,42
17512,22616,982
17513,22617,12
17514,22618,5
17515,22619,112
17516,22620,480
17517,22621,386
17518,22622,270
17519,22623,5
17520,22624,200
17521,22625,7224
17522,22626,4364
17523,22627,2260
17524,22628,6200
17525,22629,800
17526,22630,4350
17527,22631,2225
17528,22632,200
17529,22633,813
17530,22634,1005
17531,22635,21
17532,22636,50
17533,22637,398100
17534,22638,3910
17535,22639,4770771
17536,22641,258
17537,22643,1737
17538,22644,690
17539,22646,5110
17540,22647,274728
17541,22648,128680
17542,22649,4600
17543,22650,370
17544,22652,44
17545,22653,30808
17546,22654,6
17547,22655,903
17548,22657,220
17549,22659,84
17550,22660,3902800
17551,22661,191243
17552,22664,2320
17553,22666,1290
17554,22667,2
17555,22668,60
17556,22669,14623608
17557,22670,2621
17558,22671,81
17559,22672,170
17560,22673,510
17561,22674,222720
17562,22675,87201
17563,22676,25500
17564,22677,47
17565,22680,50861
17566,22681,1060
17567,22683,325
17568,22684,1549
17569,22685,147
17570,22687,15
17571,22689,12323
17572,22690,1
17573,22692,1318
17574,22693,3
17575,22694,28253
17576,22695,1374628
17577,22696,450
17578,22698,25140
17579,22699,50
17580,22700,300
17581,22701,2
17582,22703,59749
17583,22705,176822
17584,22706,500
17585,22707,56200
17586,22710,270
17587,22711,224
17588,22713,39
17589,22714,30
17590,22717,33584
17591,22718,1055
17592,22719,2
17593,22720,3
17594,22721,60
17595,22722,1
17596,22724,350
17597,22725,360
17598,22726,49314
17599,22727,4110
17600,22728,3
17601,22730,28
17602,22731,80
17603,22732,180
17604,22733,110
17605,22734,1231
17606,22735,193880
17607,22736,141547
17608,22737,240
17609,22738,2814
17610,22739,5964
17611,22740,12
17612,22741,1
17613,22742,120
17614,22743,4820
17615,22744,57
17616,22745,29
17617,22746,15649
17618,22747,24
17619,22748,3327475
17620,22749,2
17621,22750,146
17622,22751,304150
17623,22752,3453
17624,22754,20
17625,22756,8922
17626,22759,1565
17627,22761,17050
17628,22763,84
17629,22764,500
17630,22765,14
17631,22766,376
17632,22767,364500
17633,22768,141500
17634,22769,1
17635,22770,30
17636,22771,28908
17637,22772,459
17638,22773,450
17639,22774,330
17640,22775,158400
17641,22776,30824
17642,22777,12506
17643,22778,290
17644,22779,15
17645,22780,1442
17646,22781,60
17647,22782,10
17648,22783,6826
17649,22785,196
17650,22786,2600
17651,22787,90
17652,22789,17534
17653,22790,180
17654,22791,51984
17655,22792,150
17656,22793,90
17657,22794,10112
17658,22796,2040
17659,22797,2201730
17660,22801,22064
17661,22802,660
17662,22803,693
17663,22804,360
17664,22805,1169846
17665,22806,4140
17666,22807,784
17667,22808,77833
17668,22810,367
17669,22811,250
17670,22812,3
17671,22813,641
17672,22814,217
17673,22815,28287
17674,22816,30
17675,22817,18698
17676,22819,154
17677,22821,510
17678,22822,180
17679,22823,76
17680,22825,4413
17681,22826,325
17682,22827,9255
17683,22828,303
17684,22829,37
17685,22830,5481
17686,22831,373
17687,22833,1030
17688,22834,17073
17689,22835,3
17690,22836,8700
17691,22837,4
17692,22838,10230
17693,22840,3664
17694,22841,1251
17695,22842,3
17696,22843,140
17697,22845,9
17698,22846,125
17699,22848,78
17700,22849,8
17701,22850,1532
17702,22851,1
17703,22852,70
17704,22853,1
17705,22854,6200
17706,22855,2226
17707,22856,10
17708,22858,2908
17709,22860,329688
17710,22861,11677
17711,22862,12900
17712,22863,202224
17713,22864,46
17714,22865,1869
17715,22866,30
17716,22867,494579
17717,22869,1350
17718,22870,10
17719,22871,10500
17720,22872,466
17721,22875,180
17722,22876,62195
17723,22877,63971
17724,22878,350
17725,22879,698
17726,22880,1382
17727,22882,276
17728,22884,24750
17729,22885,150
17730,22886,2300
17731,22887,120
17732,22888,174
17733,22889,8270
17734,22890,264
17735,22894,220
17736,22896,21502
17737,22897,39387
17738,22898,343849
17739,22899,9980
17740,22900,900
17741,22902,56
17742,22903,2
17743,22904,49
17744,22906,8312006
17745,22909,9375
17746,22910,636077
17747,22911,24099
17748,22912,9
17749,22913,220
17750,22914,171
17751,22915,4959
17752,22916,4407
17753,22917,364
17754,22918,4743
17755,22919,6079
17756,22920,3
17757,22921,480
17758,22922,25
17759,22924,120
17760,22925,1
17761,22926,9840
17762,22927,766
17763,22928,594
17764,22929,142
17765,22930,6454
17766,22931,7700
17767,22932,17300
17768,22933,1
17769,22935,144
17770,22937,45240
17771,22939,7156
17772,22941,3000
17773,22944,4
17774,22945,1155
17775,22950,5
17776,22951,14024
17777,22952,97
17778,22953,6
17779,22954,2160
17780,22955,1443
17781,22958,6
17782,22959,20916
17783,22960,23
17784,22961,1420
17785,22962,2974
17786,22963,152
17787,22964,2350
17788,22965,42475
17789,22966,289
17790,22967,60
17791,22968,1712
17792,22969,189296
17793,22970,70
17794,22971,800
17795,22972,51000
17796,22973,1000
17797,22974,60
17798,22975,95
17799,22976,45
17800,22977,4500
17801,22978,8
17802,22979,551
17803,22980,160
17804,22981,1352
17805,22982,13620
17806,22983,12825
17807,22984,81
17808,22985,5939
17809,22986,12
17810,22987,229
17811,22988,85
17812,22989,311227
17813,22990,62742
17814,22991,20554
17815,22992,7922
17816,22993,390
17817,22994,15930
17818,22995,200217
17819,22996,100
17820,22997,185
17821,22998,203
17822,22999,33
17823,23000,5750
17824,23002,1560
17825,23003,26374
17826,23005,8
17827,23006,200
17828,23007,662287
17829,23008,1
17830,23009,29766
17831,23010,2
17832,23011,1080
17833,23014,32294
17834,23016,25
17835,23018,1079
17836,23019,2241026
17837,23020,4
17838,23021,94
17839,23022,22182
17840,23023,480
17841,23024,3017
17842,23026,4360
17843,23027,310
17844,23028,11
17845,23029,9512
17846,23030,1606309
17847,23031,60
17848,23033,10140462
17849,23034,8
17850,23035,191
17851,23038,9800
17852,23039,23
17853,23040,236
17854,23041,37865
17855,23042,160
17856,23043,185
17857,23044,125
17858,23045,3275
17859,23046,111
17860,23047,6036
17861,23048,593
17862,23051,660
17863,23052,369
17864,23053,1397
17865,23054,4
17866,23057,1354
17867,23058,90
17868,23060,330
17869,23062,614
17870,23063,528995
17871,23064,1545664
17872,23065,2
17873,23066,1200
17874,23067,254
17875,23068,8
17876,23069,450
17877,23071,3999307
17878,23074,660
17879,23075,169198
17880,23076,48
17881,23077,83
17882,23078,2236
17883,23079,10000
17884,23080,5751
17885,23081,424
17886,23082,160
17887,23083,49438
17888,23084,80
17889,23085,4896
17890,23086,16
17891,23087,19
17892,23088,3
17893,23089,326
17894,23091,37600
17895,23092,1942678
17896,23093,24750
17897,23094,7395
17898,23095,45
17899,23096,52
17900,23098,20
17901,23099,155
17902,23100,2390
17903,23101,22
17904,23104,1
17905,23105,120
17906,23106,69910
17907,23107,3175250
17908,23108,25875
17909,23109,23752
17910,23110,2307
17911,23111,1020
17912,23112,220
17913,23113,33
17914,23114,509
17915,23116,602
17916,23117,1891
17917,23119,342772
17918,23120,376
17919,23121,15024
17920,23123,990
17921,23124,35
17922,23126,51812
17923,23127,117
17924,23129,97
17925,23130,10936
17926,23131,1295
17927,23132,20
17928,23133,7966
17929,23136,20
17930,23137,210
17931,23138,322
17932,23139,18
17933,23141,6084
17934,23142,123
17935,23143,1009
17936,23144,120
17937,23145,443300
17938,23147,96
17939,23148,62
17940,23149,1306
17941,23152,60
17942,23153,1583
17943,23154,238
17944,23155,13
17945,23156,780
17946,23158,450
17947,23160,107
17948,23161,58
17949,23163,90
17950,23164,413200
17951,23166,611200
17952,23167,90
17953,23168,240
17954,23170,1097412
17955,23171,327
17956,23172,605
17957,23173,150
17958,23174,828
17959,23176,105
17960,23177,56113
17961,23180,294704
17962,23182,4254
17963,23183,870
17964,23184,1
17965,23186,1338
17966,23187,17
17967,23188,3080
17968,23190,7
17969,23191,32440
17970,23192,6120
17971,23193,24
17972,23194,3972
17973,23195,280
17974,23196,5162
17975,23198,3
17976,23199,2156
17977,23201,550
17978,23202,37
17979,23203,117
17980,23206,10060
17981,23208,301
17982,23210,34463
17983,23211,4850
17984,23212,245
17985,23213,168
17986,23214,476
17987,23215,84
17988,23216,154245
17989,23217,1
17990,23218,2414
17991,23219,30
17992,23220,240
17993,23221,3
17994,23224,2861
17995,23225,110
17996,23226,390
17997,23228,390
17998,23229,70
17999,23231,300
18000,23232,42
18001,23233,1243
18002,23234,182791
18003,23235,378786
18004,23236,490
18005,23238,1820
18006,23240,433
18007,23241,65346
18008,23242,1529
18009,23244,514
18010,23245,990
18011,23246,8471
18012,23247,165
18013,23248,2201
18014,23249,60
18015,23251,119003
18016,23252,3
18017,23254,49
18018,23255,56
18019,23257,250
18020,23259,449271
18021,23260,4080
18022,23261,552
18023,23262,30
18024,23263,9152
18025,23264,4547128
18026,23265,64237
18027,23266,568
18028,23267,270
18029,23268,105
18030,23270,18
18031,23271,41197
18032,23272,1390
18033,23273,84000
18034,23274,6242
18035,23275,6
18036,23278,115
18037,23279,12413
18038,23281,4
18039,23282,1
18040,23283,2067
18041,23284,1070
18042,23285,40218
18043,23286,650
18044,23287,28
18045,23288,354776
18046,23289,800
18047,23290,2490
18048,23293,16
18049,23294,137756
18050,23296,61
18051,23297,25016
18052,23299,58358
18053,23300,178
18054,23301,2
18055,23302,11060
18056,23303,620
18057,23304,390
18058,23305,1
18059,23306,360
18060,23307,17750
18061,23309,2
18062,23310,41023
18063,23311,8365888
18064,23313,30
18065,23314,758
18066,23315,140226
18067,23316,624
18068,23317,272
18069,23318,20
18070,23319,4670
18071,23320,10
18072,23321,81250
18073,23322,11095
18074,23323,215861
18075,23324,14214
18076,23325,790
18077,23326,3
18078,23327,54625
18079,23328,49
18080,23330,67
18081,23332,5
18082,23333,155
18083,23334,410
18084,23336,8
18085,23338,313
18086,23339,36
18087,23340,140
18088,23341,1028
18089,23342,203331
18090,23343,20
18091,23344,1100
18092,23345,585786
18093,23346,15
18094,23349,1190
18095,23350,300
18096,23351,825
18097,23352,161
18098,23353,60
18099,23354,52850
18100,23355,56
18101,23358,20
18102,23359,58
18103,23363,56
18104,23364,52586
18105,23365,56
18106,23366,771
18107,23367,240
18108,23369,26
18109,23370,2
18110,23374,325500
18111,23375,294
18112,23376,49195
18113,23377,2236
18114,23378,60
18115,23379,24240
18116,23380,150
18117,23381,2310
18118,23382,8
18119,23383,5209
18120,23384,175956
18121,23385,69
18122,23387,9255950
18123,23388,480
18124,23389,373890
18125,23391,5173
18126,23392,172
18127,23394,870
18128,23395,75
18129,23396,1450
18130,23397,5
18131,23398,4100
18132,23399,23709
18133,23402,13900
18134,23404,5
18135,23407,630
18136,23408,2580
18137,23409,4
18138,23410,7872
18139,23411,720
18140,23412,100
18141,23413,30604087
18142,23414,131250
18143,23415,130
18144,23416,14892
18145,23418,96451
18146,23419,3539296
18147,23422,30385
18148,23423,120
18149,23427,257
18150,23428,120
18151,23429,54
18152,23430,268
18153,23431,4324
18154,23432,435
18155,23433,10
18156,23435,437840
18157,23436,35
18158,23437,2
18159,23438,1715
18160,23439,89
18161,23440,5
18162,23441,60
18163,23442,1120
18164,23443,2570
18165,23444,9586085
18166,23447,21
18167,23448,11408400
18168,23449,1407
18169,23450,234936
18170,23451,1346
18171,23452,8934
18172,23453,2
18173,23454,1020
18174,23455,1120
18175,23456,729240
18176,23459,1050
18177,23460,60
18178,23461,198
18179,23462,180
18180,23465,7110
18181,23466,7
18182,23467,600
18183,23468,20
18184,23469,639
18185,23470,10
18186,23472,1920
18187,23473,30
18188,23475,370
18189,23476,330
18190,23477,1080
18191,23478,3068
18192,23479,36000
18193,23480,17037
18194,23481,70
18195,23482,82
18196,23483,1580
18197,23484,7885
18198,23485,18003
18199,23486,705727
18200,23489,378
18201,23492,20
18202,23493,5125
18203,23494,1140
18204,23495,2700
18205,23496,580
18206,23497,252
18207,23498,23
18208,23500,129484
18209,23501,4
18210,23502,2
18211,23503,2580
18212,23504,345821
18213,23506,90
18214,23507,21000
18215,23508,165
18216,23509,1467131
18217,23510,1900
18218,23511,210454
18219,23512,45
18220,23514,4
18221,23515,3379
18222,23516,54
18223,23517,150
18224,23518,6
18225,23519,4
18226,23521,120
18227,23522,47535
18228,23523,5086
18229,23524,270
18230,23528,100
18231,23530,1791
18232,23531,365
18233,23532,644
18234,23535,4
18235,23536,110
18236,23537,1990
18237,23538,2224600
18238,23539,1420
18239,23541,60
18240,23543,5
18241,23544,82
18242,23545,1890
18243,23547,46934
18244,23548,2590
18245,23549,140
18246,23550,18830
18247,23551,100
18248,23552,2630
18249,23553,597
18250,23555,1018
18251,23556,1980
18252,23557,91
18253,23558,4200
18254,23559,70
18255,23560,12036
18256,23562,3731
18257,23563,313285
18258,23565,33
18259,23566,80
18260,23567,18
18261,23568,2638
18262,23569,24
18263,23570,4262
18264,23571,690
18265,23574,100
18266,23575,21750
18267,23576,3380
18268,23579,211
18269,23580,3060
18270,23581,8
18271,23582,264
18272,23583,720
18273,23585,5
18274,23587,1170
18275,23588,28816737
18276,23589,499
18277,23590,32
18278,23592,13664
18279,23593,1722
18280,23594,3234915
18281,23595,618
18282,23597,713749
18283,23598,100
18284,23599,25
18285,23600,5500
18286,23601,190
18287,23603,3
18288,23605,40
18289,23606,9870
18290,23607,215
18291,23608,8942
18292,23609,16608
18293,23610,450
18294,23611,273
18295,23612,21
18296,23614,29
18297,23615,5844
18298,23616,112500
18299,23617,16079
18300,23618,6292
18301,23619,737093
18302,23620,2309
18303,23621,178
18304,23622,470
18305,23623,90975
18306,23624,1933
18307,23625,1069
18308,23626,2
18309,23628,23460
18310,23629,1530
18311,23630,3336308
18312,23631,13
18313,23632,110444
18314,23633,710
18315,23634,790
18316,23635,161600
18317,23637,3293
18318,23638,1460
18319,23639,373600
18320,23641,1850
18321,23642,1028
18322,23644,841
18323,23645,49588
18324,23647,54083
18325,23649,1221640
18326,23650,5
18327,23651,15959
18328,23652,15754
18329,23653,2400
18330,23654,38345
18331,23657,1536
18332,23658,3109
18333,23659,1482
18334,23660,4770392
18335,23661,840
18336,23662,180
18337,23663,15
18338,23665,348
18339,23666,1
18340,23667,16839
18341,23668,39696
18342,23669,20280348
18343,23670,22604
18344,23671,1
18345,23674,1950
18346,23675,471
18347,23676,100
18348,23678,157
18349,23679,1800
18350,23680,35
18351,23681,7
18352,23682,44
18353,23683,5590
18354,23684,32
18355,23685,192
18356,23686,720
18357,23688,256327
18358,23689,180036
18359,23690,3
18360,23691,210
18361,23692,39570
18362,23694,1523
18363,23695,85
18364,23696,90
18365,23697,167
18366,23699,18
18367,23701,2350
18368,23702,1875
18369,23703,230
18370,23704,100
18371,23705,364
18372,23709,40
18373,23711,870
18374,23712,1059000
18375,23713,1062736
18376,23714,841
18377,23716,168
18378,23717,7200
18379,23718,2885
18380,23720,12979
18381,23721,29
18382,23724,12401
18383,23725,70073
18384,23726,1268364
18385,23727,401662
18386,23729,74
18387,23731,50
18388,23732,5851
18389,23733,30
18390,23734,3817
18391,23738,151750
18392,23739,2
18393,23740,183990
18394,23741,1480
18395,23742,60
18396,23745,329250
18397,23746,638
18398,23748,2518
18399,23749,300
18400,23750,2764
18401,23751,1912952
18402,23752,370
18403,23753,69970
18404,23754,239
18405,23755,113494
18406,23757,27
18407,23758,795
18408,23760,22213
18409,23761,100
18410,23763,430
18411,23764,3982
18412,23765,488
18413,23766,80
18414,23769,52545
18415,23770,259
18416,23772,12450
18417,23773,280
18418,23774,74920
18419,23775,930
18420,23776,50
18421,23777,16872
18422,23778,1627
18423,23779,30906
18424,23780,180
18425,23783,536221
18426,23784,6
18427,23785,650
18428,23786,5
18429,23787,264
18430,23789,28
18431,23790,4190
18432,23791,100
18433,23792,721157
18434,23793,588
18435,23795,14415
18436,23796,1
18437,23799,96
18438,23800,2317
18439,23802,961093
18440,23803,4218
18441,23804,40
18442,23805,1950
18443,23806,19228
18444,23807,1512
18445,23809,600
18446,23811,14
18447,23812,8543
18448,23813,130
18449,23814,4
18450,23815,8
18451,23818,16527167
18452,23819,45
18453,23820,2048
18454,23822,85
18455,23824,316
18456,23825,6
18457,23826,32
18458,23828,1762
18459,23829,6045
18460,23830,1360500
18461,23831,67
18462,23832,11
18463,23834,160
18464,23835,14797
18465,23836,1883
18466,23838,726750
18467,23840,2209
18468,23841,142685
18469,23842,60
18470,23843,14650
18471,23844,675
18472,23848,200
18473,23849,8962
18474,23850,8807
18475,23851,420
18476,23852,1
18477,23853,3
18478,23856,4070
18479,23858,2365
18480,23859,90
18481,23861,354
18482,23862,20890
18483,23863,600
18484,23864,21000
18485,23865,81
18486,23866,8766
18487,23868,54
18488,23869,1288
18489,23870,33250
18490,23871,14
18491,23872,446
18492,23873,123000
18493,23874,60
18494,23875,20429
18495,23876,890
18496,23877,1170
18497,23878,71129
18498,23879,14
18499,23881,10
18500,23883,2
18501,23885,6312429
18502,23887,4103911
18503,23888,29
18504,23889,648808
18505,23891,43400
18506,23893,252
18507,23894,287023
18508,23895,104
18509,23896,90
18510,23898,20295
18511,23899,96
18512,23900,5926
18513,23901,108
18514,23902,11422
18515,23903,28278
18516,23904,18234
18517,23906,12948
18518,23907,200
18519,23908,21
18520,23909,2
18521,23911,131127857
18522,23915,720
18523,23916,1208908
18524,23917,120
18525,23918,48
18526,23919,86
18527,23920,716
18528,23921,60
18529,23922,42
18530,23923,57122
18531,23924,288
18532,23925,230
18533,23926,5816
18534,23927,7
18535,23928,21145537
18536,23930,60077
18537,23931,6
18538,23932,1579
18539,23934,360
18540,23935,560
18541,23936,6822680
18542,23937,13
18543,23938,2431824
18544,23939,1
18545,23940,2415
18546,23941,140
18547,23942,46138
18548,23944,230987
18549,23945,84
18550,23946,658
18551,23947,48
18552,23948,7
18553,23949,14424
18554,23950,448
18555,23951,1848
18556,23953,66993
18557,23954,60
18558,23956,238500
18559,23957,1099897
18560,23958,36
18561,23959,340
18562,23961,5103
18563,23962,7
18564,23963,35
18565,23965,1781
18566,23969,450
18567,23970,2403
18568,23971,292
18569,23973,3988
18570,23974,6101
18571,23975,12
18572,23976,36435
18573,23978,14
18574,23979,2632
18575,23982,1126
18576,23983,14113
18577,23984,25863
18578,23985,1600
18579,23986,2090
18580,23987,1025839
18581,23988,2
18582,23990,3197061
18583,23991,185
18584,23992,250
18585,23993,15370
18586,23994,9342
18587,23995,300
18588,23997,1575
18589,23998,100
18590,23999,911
18591,24000,9
18592,24001,500
18593,24003,432
18594,24005,50
18595,24006,210
18596,24007,10769
18597,24008,82
18598,24010,1140
18599,24012,26574
18600,24014,1
18601,24015,3541
18602,24016,360
18603,24017,400
18604,24018,30
18605,24020,180
18606,24021,2573
18607,24022,45432
18608,24024,530
18609,24026,8677
18610,24027,2500
18611,24031,1641904
18612,24032,1962
18613,24033,46380
18614,24034,1170
18615,24035,3278
18616,24036,10
18617,24037,9960
18618,24039,10
18619,24040,4367
18620,24041,6
18621,24042,775
18622,24043,872
18623,24044,4
18624,24045,630
18625,24046,105
18626,24047,168
18627,24048,10
18628,24049,290
18629,24051,2
18630,24053,334
18631,24054,80
18632,24055,25435
18633,24056,1110
18634,24057,35
18635,24058,3
18636,24059,540
18637,24061,41861
18638,24062,13030
18639,24063,1991
18640,24065,1090
18641,24066,479
18642,24067,12670
18643,24069,7577
18644,24070,161712
18645,24071,26040
18646,24072,150
18647,24073,137
18648,24075,195
18649,24076,10145
18650,24077,1200
18651,24078,274
18652,24079,1922
18653,24080,3
18654,24081,7219
18655,24082,4940
18656,24083,94504
18657,24085,30
18658,24086,410
18659,24087,11
18660,24090,862
18661,24093,14
18662,24094,22412
18663,24095,6381
18664,24096,1
18665,24097,720
18666,24098,4
18667,24099,16
18668,24100,24168
